X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
,,0
X,Y,CentroidNumber
